标题
特锐德5月31日及周度月度收评:大盘右侧交易特征和风格切换明显，特锐德三连跌后企稳反弹周线月线完美收官
特锐德(300001.SZ)：特来电与ENEOS拟设立合资公司 共同拓展充电网建设
特来电与引能仕株式会社设立合资公司 共同拓展充电网建设
特锐德：特来电与ENEOS拟设立合资公司
特锐德：子公司特来电拟与引能仕株式会社各出资1亿元设立合资公司 拓展充电网建设
下午起加仓特锐德
ENEOS是引能仕品牌，隶属于引能仕株式会社，始创于1888年，已有130多年的
特锐德(300001.SZ)：特来电与ENEOS拟设立合资公司 共同拓展充电网的建设
特锐德是不是应该和引能仕的股价和市值靠拢才对啊[偷笑]
昨天没有涨上，今天就不要想了。
特锐德：控股子公司特来电与引能仕株式会社拟共同设立合资公司
过去一年跑赢指数[赞]周一涨停[亲]
特锐德5月31日盘前提示:看多。第一支撑21.42，第二支撑21.30，第三支撑
又一次静等跌回20，想想，真香！
下周能否突破24块就看周一的表现了
前两天的资金明显就是短线客，下周肯定要跌到20以下。
什么时候变成全球第一你就牛逼了！
大阳线一半位置都没破均线慢慢上来了
中线行情已经启动了
这跳水，谁看了不迷糊，垃圾
洗的差不多了马上就要开弓射大雕啦[大笑]坐稳扶好
下午会对方向做个短线抉择
尾盘拉上22
看来看不到20了
$特锐德(SZ300001)$
拉不动了
只有这样才能涨
缺德，你是想玩死我啊
破300万！这个产业正在快速接近盈利拐点
特锐德5月30日收评:权重股杀跌银行股露狰狞周期股谢幕题材股有望接棒，特锐德拉高反杀弱势缩量震荡威胁短期均线明日迎大考
聚焦深市先进制造②：以技术打造“硬产品” 深市电力设备企业国际化渐露峥嵘
月线转多，日线3浪中，业绩目前一般，概念可以。中线跟踪。
看不懂了，下午不反弹危险了
Z和畅快气死了，又给人做t了，[囧][韭菜]
融资从4.15日到现在，一个月多了4亿元，他们已经完成建仓，假如突破21.55，
特锐德最新索讯
